Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
SSD,MZHPU256HCGL,Samsung,XP941 PCIe M.2 256GB,142,129,2050,https://ssd.userbenchmark.com/SpeedTest/4625/SAMSUNG-MZHPU256HCGL-00000
SSD,MDNVME80-SBX-1T,MyDigitalSSD,SBX NVMe PCIe M.2 1TB,143,127,22,https://ssd.userbenchmark.com/SpeedTest/455228/SBX
SSD,KXG50ZNV256G,Toshiba,XG5 NVMe PCIe M.2 256GB,144,126,23281,https://ssd.userbenchmark.com/SpeedTest/358656/KXG50ZNV256G-NVMe-TOSHIBA-256GB
SSD,ASX6000NP-1TT-C,Adata,XPG SX6000 NVMe PCIe M.2 1TB,145,125,112,https://ssd.userbenchmark.com/SpeedTest/471014/ADATA-SX6000NP
SSD,WDS256G1X0C,WD,Black NVMe PCIe M.2 256GB (2017),146,125,16635,https://ssd.userbenchmark.com/SpeedTest/237667/WDC-WDS256G1X0C-00ENX0
SSD,,Toshiba, THNSN5512GPUK NVMe PCIe M.2 512GB,147,125,11877,https://ssd.userbenchmark.com/SpeedTest/160272/NVMe-THNSN5512GPUK-NV
SSD,MZHPU512HCGL,Samsung,XP941 PCIe M.2 512GB,148,124,930,https://ssd.userbenchmark.com/SpeedTest/4874/SAMSUNG-MZHPU512HCGL-00000
SSD,ASX6000NP-512GT-C,Adata,XPG SX6000 NVMe PCIe M.2 512GB,149,123,2127,https://ssd.userbenchmark.com/SpeedTest/410831/ADATA-SX6000NP
SSD,ASX6000NP-256GT-C,Adata,XPG SX6000 NVMe PCIe M.2 256GB,150,122,4695,https://ssd.userbenchmark.com/SpeedTest/387986/ADATA-SX6000NP
SSD,,Samsung,PM951 NVMe PCIe M.2 256GB,151,121,7897,https://ssd.userbenchmark.com/SpeedTest/37673/NVMe-PM951-NVMe-SAMSU
SSD,PX-AG256M6e,Plextor,M6e PCIe 256GB,152,120,406,https://ssd.userbenchmark.com/SpeedTest/7265/PLEXTOR-PX-AG256M6e
SSD,PX-AG512M6e,Plextor,M6e PCIe 512GB,153,119,102,https://ssd.userbenchmark.com/SpeedTest/14616/PLEXTOR-PX-AG512M6e
SSD,SSDPEKKW256G7X1,Intel,600p Series NVMe PCIe M.2 256GB,154,118,37160,https://ssd.userbenchmark.com/SpeedTest/169054/INTEL-SSDPEKKW256G7
SSD,SSDPEKKF512G7X1,Intel,Pro 6000p NVMe PCIe M.2 512GB,155,117,1482,https://ssd.userbenchmark.com/SpeedTest/289714/INTEL-SSDPEKKF512G7H
SSD,MZ-75E2T0B,Samsung,850 Evo 2TB,156,116,4381,https://ssd.userbenchmark.com/SpeedTest/32539/Samsung-SSD-850-EVO-2TB
SSD,PX-G256M6e,Plextor,M6e  PCIe M.2 256GB,157,116,1050,https://ssd.userbenchmark.com/SpeedTest/12059/PLEXTOR-PX-G256M6e
SSD,PX-128M8SeY,Plextor,M8Se NVMe PCIe M.2 128GB,158,116,169,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG
SSD,PX-128M8SeG,Plextor,M8Se NVMe PCIe M.2 128GB,158,116,169,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG
SSD,PX-128M8SeGN,Plextor,M8Se NVMe PCIe M.2 128GB,158,116,169,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG
SSD,MZ-76E2T0B,Samsung,860 Evo 2TB,159,115,7962,https://ssd.userbenchmark.com/SpeedTest/430706/Samsung-SSD-860-EVO-2TB
SSD,CSSD-F240GBMP300,Corsair,Force MP300 NVMe PCIe M.2 240GB,160,115,1948,https://ssd.userbenchmark.com/SpeedTest/538791/NVMe-Force-MP300
SSD,MZ-76P1T0B,Samsung,860 Pro 1TB,161,114,2054,https://ssd.userbenchmark.com/SpeedTest/434505/Samsung-SSD-860-PRO-1TB
SSD,MZ-76E4T0B,Samsung,860 Evo 4TB,162,114,1651,https://ssd.userbenchmark.com/SpeedTest/440150/Samsung-SSD-860-EVO-4TB
SSD,ASX8000NP-128GM-C,Adata,XPG SX8000 NVMe PCIe M.2 128GB,163,114,108,https://ssd.userbenchmark.com/SpeedTest/214181/NVMe-ADATA-SX8000NP
SSD,SA1000M8/240G,Kingston,A1000 NVMe PCIe M.2 240GB,164,113,14547,https://ssd.userbenchmark.com/SpeedTest/497453/KINGSTON-SA1000M8240G
SSD,MZ-76P4T0B,Samsung,860 Pro 4TB,165,113,134,https://ssd.userbenchmark.com/SpeedTest/552119/Samsung-SSD-860-PRO-4TB
SSD,ASX6000NP-128GT-C,Adata,XPG SX6000 NVMe PCIe M.2 128GB,166,113,4493,https://ssd.userbenchmark.com/SpeedTest/391493/ADATA-SX6000NP
SSD,MZ-76E1T0B,Samsung,860 Evo 1TB,167,112,161632,https://ssd.userbenchmark.com/SpeedTest/423831/Samsung-SSD-860-EVO-1TB
SSD,MZ-76P256BW,Samsung,860 Pro 256GB,168,111,4284,https://ssd.userbenchmark.com/Samsung-860-Pro-256GB/Rating/3950
SSD,MKNP44SC240GB,Mushkin,Scorpion Deluxe PCIe 240GB,169,111,47,https://ssd.userbenchmark.com/SpeedTest/18266/Mushkin-Scorpion-Deluxe
SSD,,Samsung,MZFLV512 NVMe PCIe M.2 512GB,170,111,1173,https://ssd.userbenchmark.com/SpeedTest/36829/NVMe-SAMSUNG-MZFLV512
SSD,ASX7000NP-256GT-C,Adata,XPG SX7000 NVMe PCIe M.2 256GB,171,110,1524,https://ssd.userbenchmark.com/SpeedTest/304438/NVMe-ADATA-SX7000NP
SSD,MDNVME80-SBX-0256,MyDigitalSSD,SBX NVMe PCIe M.2 256GB,172,110,161,https://ssd.userbenchmark.com/SpeedTest/456332/SBX
SSD,ASU800SS-2TT-C,Adata,Ultimate SU800 2TB,173,110,803,https://ssd.userbenchmark.com/SpeedTest/584479/ADATA-SU800
SSD,MZ-76P512B,Samsung,860 Pro 512GB,174,110,4722,https://ssd.userbenchmark.com/SpeedTest/431483/Samsung-SSD-860-PRO-512GB
SSD,MZ-75E1T0B,Samsung,850 Evo 1TB,175,110,84441,https://ssd.userbenchmark.com/Samsung-850-Evo-1TB/Rating/3576
SSD,MZHPU128HCGM,Samsung,XP941 PCIe M.2 128GB,176,110,626,https://ssd.userbenchmark.com/SpeedTest/6251/SAMSUNG-MZHPU128HCGM-00000
SSD,MZ-75E500B,Samsung,850 Evo 500GB,177,109,469034,https://ssd.userbenchmark.com/Samsung-850-Evo-500GB/Rating/3477
SSD,,Toshiba, THNSN5256GPUK NVMe PCIe M.2 256GB,178,109,12772,https://ssd.userbenchmark.com/SpeedTest/202063/THNSN5256GPUK-TOSHIBA
SSD,MZ-7KE2T0BW,Samsung,850 Pro 2TB,179,109,1251,https://ssd.userbenchmark.com/SpeedTest/38860/Samsung-SSD-850-PRO-2TB
SSD,MZ-75E4T0B,Samsung,850 Evo 4TB,180,108,428,https://ssd.userbenchmark.com/SpeedTest/169156/Samsung-SSD-850-EVO-4TB
SSD,CT1000MX500SSD1,Crucial,MX500 1TB,181,108,45800,https://ssd.userbenchmark.com/SpeedTest/406099/CT1000MX500SSD1
SSD,SSDSC2KW512G8,Intel,545s Series 512GB,182,107,5875,https://ssd.userbenchmark.com/SpeedTest/302752/INTEL-SSDSC2KW512G8
SSD,CT500MX500SSD1,Crucial,MX500 500GB,183,107,87167,https://ssd.userbenchmark.com/SpeedTest/418385/CT500MX500SSD1
SSD,MZ-76E4T0BW,Samsung,860 QVO 4TB,184,106,494,https://ssd.userbenchmark.com/SpeedTest/743794/Samsung-SSD-860-QVO-4TB
SSD,MZ-76E4T0B/AM,Samsung,860 QVO 4TB,184,106,494,https://ssd.userbenchmark.com/SpeedTest/743794/Samsung-SSD-860-QVO-4TB
SSD,ASU800SS-1TT-C,Adata,Ultimate SU800 1TB,185,106,8065,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-1TB/Rating/3914
SSD,CT2000MX500SSD1,Crucial,MX500 2TB,186,105,7085,https://ssd.userbenchmark.com/SpeedTest/421719/CT2000MX500SSD1
SSD,MKNP44SC480GB,Mushkin,Scorpion Deluxe PCIe 480GB,187,105,81,https://ssd.userbenchmark.com/SpeedTest/11924/Mushkin-Scorpion-Deluxe
SSD,MZ-7KE1T0BW,Samsung,850 Pro 1TB,188,105,15870,https://ssd.userbenchmark.com/Samsung-850-Pro-1TB/Rating/3577
SSD,MZ-76E500B,Samsung,860 Evo 500GB,189,105,268717,https://ssd.userbenchmark.com/SpeedTest/428560/Samsung-SSD-860-EVO-500GB
SSD,SSDPEKKF256G7X1,Intel,Pro 6000p NVMe PCIe M.2 256GB,190,105,4808,https://ssd.userbenchmark.com/SpeedTest/304420/INTEL-SSDPEKKF256G7H
SSD,SSDPEKKF360G7X1,Intel,Pro 6000p NVMe PCIe M.2 360GB,191,105,653,https://ssd.userbenchmark.com/SpeedTest/296966/INTEL-SSDPEKKF360G7H
SSD,MZ-7TE1T0BW,Samsung,840 Evo 1TB,192,104,13696,https://ssd.userbenchmark.com/SpeedTest/1436/Samsung-SSD-840-EVO
SSD,TS256GMTE820,Transcend,MTE820 NVMe PCIe M.2 256GB,193,104,113,https://ssd.userbenchmark.com/SpeedTest/437614/TS256GMTE820
SSD,GP-GSM2NE8256GNTD,Gigabyte,NVMe PCIe M.2 256GB,194,104,1519,https://ssd.userbenchmark.com/SpeedTest/599447/GIGABYTE-GP-GSM2NE8256GNTD
SSD,MZ-75E250B,Samsung,850 Evo 250GB,195,103,572608,https://ssd.userbenchmark.com/Samsung-850-Evo-250GB/Rating/2977
SSD,CT250MX500SSD1,Crucial,MX500 250GB,196,103,31665,https://ssd.userbenchmark.com/Crucial-MX500-250GB/Rating/3951
SSD,MZ-76Q2T0BW,Samsung,860 QVO 2TB,197,103,6444,https://ssd.userbenchmark.com/SpeedTest/719017/Samsung-SSD-860-QVO-2TB
SSD,MZ-76Q2T0B/AM,Samsung,860 QVO 2TB,197,103,6444,https://ssd.userbenchmark.com/SpeedTest/719017/Samsung-SSD-860-QVO-2TB
SSD,MZ-7KE512BW,Samsung,850 Pro 512GB,198,103,45486,https://ssd.userbenchmark.com/Samsung-850-Pro-512GB/Rating/3478
SSD,MZ-7TE750BW,Samsung,840 Evo 750GB,199,102,1802,https://ssd.userbenchmark.com/SpeedTest/2175/Samsung-SSD-840-EVO-750GB
SSD,CT480BX300SSD1,Crucial,BX300 480GB,200,102,1871,https://ssd.userbenchmark.com/Crucial-BX300-480GB/Rating/3947
SSD,ASU800SS-512GT-C,Adata,Ultimate SU800 512GB,201,102,9159,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-512GB/Rating/3913
SSD,PX-G128M6e,Plextor,M6e PCIe M.2 128GB,202,102,481,https://ssd.userbenchmark.com/SpeedTest/15095/PLEXTOR-PX-G128M6e
SSD,WDS100T2B0B,WD,Blue 3D SATA M.2 1TB,203,101,5372,https://ssd.userbenchmark.com/SpeedTest/342470/WDC-WDS100T2B0B-00YS70
SSD,MZ-76E250B,Samsung,860 Evo 250GB,204,101,117977,https://ssd.userbenchmark.com/Samsung-860-Evo-250GB/Rating/3949
SSD,MZ-7KE256BW,Samsung,850 Pro 256GB,205,101,87020,https://ssd.userbenchmark.com/Samsung-850-Pro-256GB/Rating/2385
SSD,MZ-7TE500BW,Samsung,840 Evo 500GB,206,100,39665,https://ssd.userbenchmark.com/SpeedTest/1519/Samsung-SSD-840-EVO-500GB
SSD,WDS100T2B0A,WD,Blue 3D 1TB,207,100,8427,https://ssd.userbenchmark.com/SpeedTest/352978/WDC-WDS100T2B0A-00SM50
SSD,SDSSDH3-2T00-G25,SanDisk,Ultra 3D 2TB,208,100,1696,https://ssd.userbenchmark.com/SpeedTest/351750/SanDisk-SDSSDH32000G
SSD,MZ-750500BW,Samsung,750 EVO 500GB,209,99.6,19981,https://ssd.userbenchmark.com/SpeedTest/143302/Samsung-SSD-750-EVO-500GB
SSD,SDSSDH3-1T00-G25,SanDisk,Ultra 3D 1TB,210,99.3,3375,https://ssd.userbenchmark.com/SpeedTest/316514/SanDisk-SDSSDH31000G
SSD,WDS200T2B0A,WD,Blue 3D 2TB,211,99.3,807,https://ssd.userbenchmark.com/SpeedTest/373739/WDC-WDS200T2B0A-00SM50
SSD,MZ-7KE128BW,Samsung,850 Pro 128GB,212,99.1,11988,https://ssd.userbenchmark.com/Samsung-850-Pro-128GB/Rating/3483
SSD,CT500MX200SSD4,Crucial,MX200 SATA M.2 500GB,213,98.8,768,https://ssd.userbenchmark.com/SpeedTest/23836/Crucial-CT500MX200SSD4
SSD,WDS500G2B0B,WD,Blue 3D SATA M.2 500GB,214,98.6,12777,https://ssd.userbenchmark.com/SpeedTest/325788/WDC-WDS500G2B0B-00YS70
SSD,2AP99AA#ABL,HP,S700 Pro 512GB,215,98.3,414,https://ssd.userbenchmark.com/SpeedTest/370902/HP-SSD-S700-Pro
SSD,VTR180-25SAT3-960G,Toshiba,OCZ VT180 960GB,216,97.9,60,https://ssd.userbenchmark.com/SpeedTest/171904/TOSHIBA-VT180
SSD,2LU81AA#ABL,HP,S700 Pro 1TB,217,97.6,38,https://ssd.userbenchmark.com/SpeedTest/387205/HP-SSD-S700-Pro-1TB
SSD,WDS500G2B0A,WD,Blue 3D 500GB,218,97.6,21318,https://ssd.userbenchmark.com/SpeedTest/337874/WDC-WDS500G2B0A-00SM50
SSD,SDSSDH3-500G-G25,SanDisk,Ultra 3D 500GB,219,96.5,5883,https://ssd.userbenchmark.com/SpeedTest/322712/SanDisk-SDSSDH3500G
SSD,CT250MX200SSD4,Crucial,MX200 SATA M.2 250GB,220,96.4,1286,https://ssd.userbenchmark.com/SpeedTest/23955/Crucial-CT250MX200SSD4
SSD,CSSD-F120GBMP300,Corsair,Force MP300 NVMe PCIe M.2 120GB,221,96,2440,https://ssd.userbenchmark.com/SpeedTest/534036/NVMe-Force-MP300
SSD,MDNVME80-SBX-0128,MyDigitalSSD,SBX NVMe PCIe M.2 128GB,222,96,98,https://ssd.userbenchmark.com/SpeedTest/431053/SBX
SSD,MZ-75E120B,Samsung,850 Evo 120GB,223,95.9,48341,https://ssd.userbenchmark.com/Samsung-850-Evo-120GB/Rating/3484
SSD,2AP98AA#ABL,HP,S700 Pro 256GB,224,95.7,606,https://ssd.userbenchmark.com/SpeedTest/366058/HP-SSD-S700-Pro
SSD,SSDPEKKW128G7X1,Intel,600p Series NVMe PCIe M.2 128GB,225,95.2,7237,https://ssd.userbenchmark.com/SpeedTest/170119/INTEL-SSDPEKKW128G7
SSD,MZ-76Q1T0BW,Samsung,860 QVO 1TB,226,95.1,32371,https://ssd.userbenchmark.com/SpeedTest/667965/Samsung-SSD-860-QVO-1TB
SSD,MZ-76Q1T0B/AM,Samsung,860 QVO 1TB,226,95.1,32371,https://ssd.userbenchmark.com/SpeedTest/667965/Samsung-SSD-860-QVO-1TB
SSD,MZ-750250BW,Samsung,750 EVO 250GB,227,94.5,46408,https://ssd.userbenchmark.com/SpeedTest/71929/Samsung-SSD-750-EVO-250GB
SSD,SDSSDXPS-960G-G25,SanDisk,Extreme Pro 960GB,228,94.4,1760,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-960GB/Rating/3581
SSD,SSDSC2BP480G410,Intel,730 Series 480GB,229,94.3,3212,https://ssd.userbenchmark.com/Intel-730-Series-480GB/Rating/3479
SSD,MZ-7PD512BW,Samsung,840 Pro 512GB,230,94.3,8271,https://ssd.userbenchmark.com/SpeedTest/2708/Samsung-SSD-840-PRO-Series
SSD,GP-GSM2NE8128GNTD,Gigabyte,NVMe PCIe M.2 128GB,231,94.3,739,https://ssd.userbenchmark.com/SpeedTest/602706/GIGABYTE-GP-GSM2NE8128GNTD
SSD,CT250MX200SSD1,Crucial,MX200 250GB,232,94.3,14720,https://ssd.userbenchmark.com/Crucial-MX200-250GB/Rating/3196
SSD,SSDSC2KW256G8,Intel,545s Series 256GB,233,94.2,6597,https://ssd.userbenchmark.com/SpeedTest/299881/INTEL-SSDSC2KW256G8
SSD,CT240BX300SSD1,Crucial,BX300 240GB,234,94.2,4052,https://ssd.userbenchmark.com/Crucial-BX300-240GB/Rating/3946
SSD,VTR1-25SAT3-512G,OCZ,Vector 512GB,235,94.1,238,https://ssd.userbenchmark.com/SpeedTest/1810/OCZ-VECTOR
SSD,VTR1-25SAT3-256G,OCZ,Vector 256GB,236,94.1,1431,https://ssd.userbenchmark.com/OCZ-Vector-256GB/Rating/1424
SSD,VTR180-25SAT3-480G,Toshiba,OCZ VT180 480GB,237,93.9,74,https://ssd.userbenchmark.com/SpeedTest/146334/TOSHIBA-VT180
SSD,SDSSDXPS-480G-G25,SanDisk,Extreme Pro 480GB,238,93.8,5038,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-480GB/Rating/3476
SSD,PX-256M6Pro,Plextor,M6 Pro 256GB,239,93.7,665,https://ssd.userbenchmark.com/SpeedTest/14560/PLEXTOR-PX-256M6Pro
SSD,SSD7CS2211-480-RB,PNY,CS2211 480GB,240,93.5,1321,https://ssd.userbenchmark.com/PNY-CS2211-480GB/Rating/3630
SSD,SSD7CS2211-480-PB,PNY,CS2211 480GB,240,93.5,1321,https://ssd.userbenchmark.com/PNY-CS2211-480GB/Rating/3630
SSD,PX-512M6V,Plextor,M6V 512GB,241,93.4,33,https://ssd.userbenchmark.com/SpeedTest/31388/PLEXTOR-PX-512M6V
SSD,MKNSSDST960GB,Mushkin,Striker 960GB,242,93.3,16,https://ssd.userbenchmark.com/SpeedTest/25597/MKNSSDST960GB
SSD,MZ-7TE250BW,Samsung,840 Evo 250GB,243,93.3,123037,https://ssd.userbenchmark.com/Samsung-840-Evo-250GB/Rating/1594
SSD,PX-512M6Pro,Plextor,M6 Pro 512GB,244,93.1,130,https://ssd.userbenchmark.com/SpeedTest/15117/PLEXTOR-PX-512M6Pro
SSD,VTR180-25SAT3-960G,OCZ,Vector 180 960GB,245,93.1,259,https://ssd.userbenchmark.com/SpeedTest/30972/OCZ-VECTOR180
SSD,CT1000BX100SSD1,Crucial,BX100 1TB,246,93.1,898,https://ssd.userbenchmark.com/SpeedTest/22670/CT1000BX100SSD1
SSD,VTX4-25SAT3-512G,OCZ,Vertex 4 512GB,247,93.1,1021,https://ssd.userbenchmark.com/SpeedTest/4340/OCZ-VERTEX4
SSD,ASU800SS-256GT-C,Adata,Ultimate SU800 256GB,248,93,20454,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-256GB/Rating/3912
SSD,VTR150-25SAT3-480G,OCZ,Vector 150 480GB,249,93,309,https://ssd.userbenchmark.com/SpeedTest/7037/OCZ-VECTOR150
SSD,SHSS37A/960G,HyperX,Savage 960GB,250,92.9,978,https://ssd.userbenchmark.com/HyperX-Savage-960GB/Rating/3580
SSD,CT512M550SSD4,Crucial,M550 SATA M.2 512GB,251,92.7,121,https://ssd.userbenchmark.com/SpeedTest/15375/Crucial-CT512M550SSD4
SSD,MZ-7PD256BW,Samsung,840 Pro 256GB,252,92.6,46158,https://ssd.userbenchmark.com/Samsung-840-Pro-256GB/Rating/1408
SSD,SSD7CS1311-960-RB,PNY,CS1311 960GB,253,92.6,1934,https://ssd.userbenchmark.com/PNY-CS1311-960GB/Rating/3617
SSD,CT256M550SSD4,Crucial,M550 SATA M.2 256GB,254,92.4,106,https://ssd.userbenchmark.com/SpeedTest/12143/Crucial-CT256M550SSD4
SSD,,Toshiba, THNSN5128GPUK NVMe PCIe M.2 128GB,255,92.3,786,https://ssd.userbenchmark.com/SpeedTest/335393/NVMe-THNSN5128GPUK-TO
SSD,CT1050MX300SSD4,Crucial,MX300 SATA M.2 1TB,256,92.2,3227,https://ssd.userbenchmark.com/SpeedTest/182535/Crucial-CT1050MX300SSD4
SSD,CT1050MX300SSD1,Crucial,MX300 1TB,257,92.1,9705,https://ssd.userbenchmark.com/Crucial-MX300-1TB/Rating/3645
SSD,CSSD-N960GBXT,Corsair,Neutron XT 960GB,258,92,117,https://ssd.userbenchmark.com/SpeedTest/23267/Corsair-Neutron-XT-SSD
SSD,SDSSDXP-480G-G25,SanDisk,Extreme II 480GB,259,91.9,1011,https://ssd.userbenchmark.com/SpeedTest/2135/SanDisk-SDSSDXP480G
SSD,CT256M550SSD1,Crucial,M550 256GB,260,91.8,4829,https://ssd.userbenchmark.com/Crucial-M550-256GB/Rating/2000
SSD,VTR180-25SAT3-480G,OCZ,Vector 180 480GB,261,91.7,711,https://ssd.userbenchmark.com/OCZ-Vector-180-480GB/Rating/3508
SSD,VTR180-25SAT3-240G,Toshiba,OCZ VT180 240GB,262,91.6,100,https://ssd.userbenchmark.com/SpeedTest/171243/TOSHIBA-VT180
SSD,MZ-750120BW,Samsung,750 EVO 120GB,263,91.5,11659,https://ssd.userbenchmark.com/SpeedTest/42465/Samsung-SSD-750-EVO-120GB
SSD,VTX4-25SAT3-256G,OCZ,Vertex 4 256GB,264,91.3,6855,https://ssd.userbenchmark.com/OCZ-Vertex-4-256GB/Rating/1315
SSD,RADEON-R7SSD-480G,OCZ,AMD Radeon R7 480GB,265,91.3,615,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-480GB/Rating/3507
SSD,VX500-25SAT3-512G,Toshiba,OCZ VX500 512GB,266,91.2,99,https://ssd.userbenchmark.com/SpeedTest/190983/TOSHIBA-VX500
SSD,VTX460A-25SAT3-240G,OCZ,Vertex 460A 240GB,267,91.1,858,https://ssd.userbenchmark.com/OCZ-Vertex-460A-240GB/Rating/3147
SSD,VTR150-25SAT3-240G,OCZ,Vector 150 240GB,268,90.7,1173,https://ssd.userbenchmark.com/OCZ-Vector-150-240GB/Rating/1748
SSD,SDSSDXPS-240G,SanDisk,Extreme Pro 240GB,269,90.7,7784,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-240GB/Rating/2356
SSD,VTX460A-25SAT3-480G,OCZ,Vertex 460A 480GB,270,90.6,349,https://ssd.userbenchmark.com/SpeedTest/21677/OCZ-VERTEX460A
SSD,CT512M550SSD1,Crucial,M550 512GB,271,90.5,3525,https://ssd.userbenchmark.com/SpeedTest/7172/Crucial-CT512M550SSD1
SSD,PI480GS25SSDR,Patriot,Ignite 480GB,272,90.5,1398,https://ssd.userbenchmark.com/Patriot-Ignite-480GB/Rating/3574
SSD,CT500BX100SSD1,Crucial,BX100 500GB,273,90.3,7175,https://ssd.userbenchmark.com/Crucial-BX100-500GB/Rating/3474
SSD,VTR180-25SAT3-240G,OCZ,Vector 180 240GB,274,90.2,892,https://ssd.userbenchmark.com/OCZ-Vector-180-240GB/Rating/3493
SSD,SSD7CS2211-960-RB,PNY,CS2211 960GB,275,90.1,163,https://ssd.userbenchmark.com/PNY-CS2211-960GB/Rating/3631
SSD,SSD7CS2211-960-PB,PNY,CS2211 960GB,275,90.1,163,https://ssd.userbenchmark.com/PNY-CS2211-960GB/Rating/3631
SSD,VTX460-25SAT3-240G,OCZ,Vertex 460 240GB,276,90.1,1255,https://ssd.userbenchmark.com/OCZ-Vertex-460-240GB/Rating/2043
SSD,CT1024M550SSD1,Crucial,M550 1TB,277,90,1029,https://ssd.userbenchmark.com/SpeedTest/7108/Crucial-CT1024M550SSD1
SSD,CSSD-F512GBLX,Corsair,Force LX 512GB,278,89.8,307,https://ssd.userbenchmark.com/SpeedTest/16265/CORSAIR-FORCE-LX-SSD
SSD,RADEON-R7SSD-240G,OCZ,AMD Radeon R7 240GB,279,89.7,1822,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-240GB/Rating/2492
SSD,MKNSSDRE512GB,Mushkin,Reactor 512GB,280,89.6,633,https://ssd.userbenchmark.com/Mushkin-Reactor-512GB/Rating/3584
SSD,PX-256M6S,Plextor,M6S 256GB,281,89.6,1123,https://ssd.userbenchmark.com/Plextor-M6S-256GB/Rating/3505
SSD,CT120BX300SSD1,Crucial,BX300 120GB,282,89.2,3283,https://ssd.userbenchmark.com/Crucial-BX300-120GB/Rating/3945
SSD,SB1CSK31MT560-0240,OCZ,Saber 1000 240GB,283,89.1,83,https://ssd.userbenchmark.com/SpeedTest/36693/OCZ-SABER1000
SSD,RVD3X2-FHPX4-480G,OCZ,RevoDrive 3 X2 PCIe 480GB,284,89.1,188,https://ssd.userbenchmark.com/SpeedTest/8804/OCZ-REVODRIVE3-X2
SSD,,Micron,M600 256GB,285,89,554,https://ssd.userbenchmark.com/SpeedTest/24442/Micron-M600-MTFDDAK256MBF
SSD,MKNSSDRE1TB,Mushkin,Reactor 1TB,286,89,5548,https://ssd.userbenchmark.com/Mushkin-Reactor-1TB/Rating/3583
SSD,HDTS451XZSTA,Toshiba,Q300 Pro 512GB,287,89,92,https://ssd.userbenchmark.com/SpeedTest/57809/TOSHIBA-Q300-Pro
SSD,SDSSDXP-240G-G25,SanDisk,Extreme II 240GB,288,88.9,1944,https://ssd.userbenchmark.com/SanDisk-Extreme-II-240GB/Rating/1545
SSD,ZTSSD-A5P-480G-PE,Zotac,Premium Edition 480GB,289,88.7,216,https://ssd.userbenchmark.com/Zotac-Premium-Edition-480GB/Rating/3599
SSD,CT750MX300SSD1,Crucial,MX300 750GB,290,88.7,13328,https://ssd.userbenchmark.com/Crucial-MX300-750GB/Rating/3644
SSD,MZ-MTE1T0BW,Samsung,840 Evo mSATA 1TB,291,88.7,378,https://ssd.userbenchmark.com/SpeedTest/10394/Samsung-SSD-840-EVO-1TB-mSATA
SSD,SHSS37A/240G,HyperX,Savage 240GB,292,88.7,21771,https://ssd.userbenchmark.com/HyperX-Savage-240GB/Rating/3494
SSD,PX-256M5P,Plextor,M5 Pro 256GB,293,88.6,1484,https://ssd.userbenchmark.com/Plextor-M5-Pro-256GB/Rating/1410
SSD,MZ-MTE250BW,Samsung,840 Evo mSATA 250GB,294,88.6,1098,https://ssd.userbenchmark.com/SpeedTest/5250/Samsung-SSD-840-EVO-250GB-mSATA
SSD,MZ-7PD128BW,Samsung,840 Pro 128GB,295,88.6,24608,https://ssd.userbenchmark.com/Samsung-840-Pro-128GB/Rating/1890
SSD,CT512M550SSD3,Crucial,M550 mSATA 512GB,296,88.6,339,https://ssd.userbenchmark.com/SpeedTest/8510/Crucial-CT512M550SSD3
SSD,SSDPEKKF128GX1,Intel,Pro 6000p NVMe PCIe M.2 128GB,297,88.6,49,https://ssd.userbenchmark.com/SpeedTest/275754/INTEL-SSDPEKKF128G7
SSD,,Samsung,MZFLV256 NVMe PCIe M.2 256GB,298,88.1,3509,https://ssd.userbenchmark.com/SpeedTest/37597/NVMe-SAMSUNG-MZFLV256
SSD,MZ-7TE120BW,Samsung,840 Evo 120GB,299,88.1,65562,https://ssd.userbenchmark.com/Samsung-840-Evo-120GB/Rating/1886
SSD,SSDSC2BB800G4,Intel,S3500 Series 800GB,300,88,169,https://ssd.userbenchmark.com/SpeedTest/30895/INTEL-SSDSC2BB800G4
SSD,TS512GSSD370,Transcend,SSD370 512GB,301,87.9,1007,https://ssd.userbenchmark.com/Transcend-SSD370-512GB/Rating/3472
SSD,TRN150-25SAT3-960G,OCZ,Trion 150 960GB,302,87.8,2402,https://ssd.userbenchmark.com/OCZ-Trion-150-960GB/Rating/3621
SSD,CSSD-N240GBXTI,Corsair,Neutron XTi 240GB,303,87.8,517,https://ssd.userbenchmark.com/SpeedTest/159221/Corsair-Neutron-XTI-SSD
SSD,,PNY,SSD2SC240G5SA754D117-511 240GB,304,87.7,339,https://ssd.userbenchmark.com/SpeedTest/11704/SSD2SC240G5SA754D117-511
SSD,WDS100T1B0A,WD,Blue 1TB,305,87.6,4091,https://ssd.userbenchmark.com/SpeedTest/186717/WDC-WDS100T1B0A-00H9H0
SSD,THNSNJ256GCSU,Toshiba,HG6 256GB,306,87.6,2370,https://ssd.userbenchmark.com/SpeedTest/11911/TOSHIBA-THNSNJ256GCSU
